IE_XML_ID;IE_NAME;IP_PROP130;IP_PROP131;
20009;Манускрипти древнього Писання;4357;4;
20008;Ходити з Богом;6292;0;
20007;Той, Хто розриває кайдани;4638;3;
20006;Гіперактивний розлад з дефіцитом уваги у дітей;4740;1;
20005;Ваші діти мають лише вас;1065;1;
20004;33 ангели на всі випадки життя;799;1;
20003;Маленька школа молитви;6637;0;
20002;Ангели;6343;2;
20001;Шість способів звільнення від критики;896;3;
20000;Молитви у важкі хвилини життя;6343;1;
19999;У Божих долонях;4490;2;
19998;Молитва про душевний спокій;6363;2;
19997;39 відповідей на незручні запитання про секс;2347;2;
19997;39 відповідей на незручні запитання про секс;2343;2;
19996;Джейн з пагорба Ліхтарів;3858;5;
19995;Календар 2016 (Свічадо);;20;
19994;"Журнал ""Отрок"" №4/2015";;3;
19993;Золото церкви;749;2;
19992;"Журнал ""Отрок"" №3/2015";;1;
19991;"Журнал ""Отрок"" №2/2015";;1;
19990;"Журнал ""Отрок"" №1/2015";;1;
19989;"Журнал ""Отрок"" №6/2014";;1;
19988;"Журнал ""Отрок"" №5/2014";;1;
19987;"Журнал ""Отрок"" №4/2014";;1;
19986;"Журнал ""Фамилия"" №5/2015";;1;
19985;"Журнал ""Фамилия"" №2/2015";;1;
19984;"Журнал ""Фамилия"" №3/2014";;0;
19983;"Журнал ""Направо"" №2/2014";;0;
19982;Полчаса тишины;749;1;
19981;Сокровище духовное, от мира собираемое;6291;3;
19980;Флавиан;598;2;
19979;Пастырь и община;2713;2;
19978;Будь сильным;4569;10;
19977;Любовь без границ. Путь к потрясающе счастливой любви;4569;9;
19976;Теплі історії. Він і Вона;2807;15;
19974;Твори Лютера. Том 3;4163;1;
19973;Твори Лютера. Том 2;4163;1;
19972;Твори Лютера. Том 1;4163;1;
19971;"А лютеранин дивиться на східне православ""я";5417;1;
19970;Слушай свое сердце;1883;1;
19969;Путь;5344;3;
19967;Прыгнуть выше себя (e-book);1261;6;
19963;Как преодолевать стрессовые ситуации в браке;1998;13;
19961;Иов. На встречу с истинным Богом или назад к утраченной человечности (e-book);568;3;
19960;Прыгнуть выше себя;1261;24;
19959;Золотой крест;717;13;
19958;Серебряный меч;717;12;
19957;Не верь всему, что говорят;2350;4;
19957;Не верь всему, что говорят;2348;4;
19956;Небеса на земле;542;7;
19955;У престола благодати;2242;11;
19954;Ты справишься;4035;39;
19953;Как построить христианскую семью, которой у вас еще не было;4456;8;
19952;Свадебное платье;5324;28;
19951;Река милости;951;24;
19950;"Настольная игра-ходилка ""Миссионерские путешествия апостола Павла""";;20;
19949;"Настольная игра-ходилка ""Приключения почемучек""";;10;
19948;Библия в современном русском переводе (темно-синяя, кожзам, золотой обрез);5949;1;
19947;Библия в современном русском переводе (темно-зеленая, кожзам, золотой обрез);5949;1;
19946;Библия в современном русском переводе (фисташковая, термовинил, золотой обрез);5949;0;
19945;Я вижу Сатану, падающего, как молния;5333;3;
19944;Религия Толстого;4165;2;
19943;Библейские и святоотеческие источники романов Достоевского;5850;4;
19942;Церковная догматика, т.4;3185;2;
19941;Кто такие пророки?;687;2;
19940;Словарь Богословских диалогов;5255;2;
19939;Соучастники Евангелия;1919;7;
19938;100 промінчиків світла;5527;10;
19937;Терновий вінець хвороби;4350;0;
19936;Той, хто підносить небеса;3254;1;
19935;Розповідь екзорциста;1477;2;
19934;Бачити в темряві;2214;1;
19933;Шукач Бога;2104;0;
19932;Дорогоцінний тягар свободи;1932;0;
19931;Біблійні трави;2363;1;
19930;Шлях досконалості;;1;
19929;Надежда для тебя / №2-3/2015;;24;
19928;Введение в физическую терапию;2661;1;
19927;Домашняя скорая помощь: справочник для родителей.;7329;22;
19926;Теория привязанности и воспитание счастливых людей;3188;1;
19925;О жизни и воскресении;2437;11;
19924;Письмо Апостола Павла церкви в Филиппах;1113;5;
19923;Україна - тужіння надії про народ;7283;2;
19922;Путешествие по Ветхому Завету;;5;
19921;Церковь прошлого и настоящего;607;13;
19920;Библия и политика;5785;49;
19919;Ответы пастора. Том 2;4300;4;
19918;Миссия Бога;3510;12;
19917;Сила и смысл Евангелия;5104;15;
